CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,F105,F168,F169,F170,F171,F173,F174,F175,F176,F177,F178,F179,F180,F181,F182,F183
,,,,,Age : Age 100 and over - Unit : Persons,Age : Age 0 to 4 - Unit : Persons,Age : Age 5 to 7 - Unit : Persons,Age : Age 8 to 9 - Unit : Persons,Age : Age 10 to 14 - Unit : Persons,Age : Age 16 to 17 - Unit : Persons,Age : Age 18 to 19 - Unit : Persons,Age : Age 20 to 24 - Unit : Persons,Age : Age 25 to 29 - Unit : Persons,Age : Age 30 to 44 - Unit : Persons,Age : Age 45 to 59 - Unit : Persons,Age : Age 60 to 64 - Unit : Persons,Age : Age 65 to 74 - Unit : Persons,Age : Age 75 to 84 - Unit : Persons,Age : Age 85 to 89 - Unit : Persons,Age : Age 90 and over - Unit : Persons
402,S12000005,Clackmannanshire,Local Authorities,LA,4,2927,1608,1100,3060,1354,1242,2856,2932,10712,11230,3571,4874,2525,566,247
403,S12000006,Dumfries & Galloway,Local Authorities,LA,25,7660,4568,2810,8270,3864,3027,7692,7375,25518,33962,11672,17997,11257,2582,1214
404,S12000008,East Ayrshire,Local Authorities,LA,11,6762,3913,2481,6926,3122,3078,7514,6986,24212,26601,8348,11915,7104,1519,769
405,S12000010,East Lothian,Local Authorities,LA,23,5925,3443,2098,5898,2580,2610,5292,4805,19487,22121,6431,9495,6061,1483,724
406,S12000011,East Renfrewshire,Local Authorities,LA,19,4984,3307,2251,6131,2578,2288,5085,3528,16341,20881,5692,8365,5760,1444,711
407,S12000013,Eilean Siar,Local Authorities,LA,6,1354,847,566,1529,669,535,1228,1258,5068,6105,2174,3197,1987,539,246
408,S12000014,Falkirk,Local Authorities,LA,20,9339,5239,3172,8848,3738,3804,8802,9310,33652,32947,10064,14051,8457,1925,863
409,S12000015,Fife,Local Authorities,LA,63,20775,11736,7420,20186,8852,9532,24141,20802,71267,77140,24996,35181,21155,5188,2547
410,S12000017,Highland,Local Authorities,LA,47,12705,7457,4951,13432,5821,4576,11571,12837,43325,52600,16964,23863,14161,3378,1638
411,S12000018,Inverclyde,Local Authorities,LA,10,4204,2483,1529,4498,1979,2098,4999,4726,15277,18518,5380,7916,5103,1159,598
412,S12000019,Midlothian,Local Authorities,LA,9,4878,2877,1804,5047,2125,2039,4766,4457,16432,18069,5793,7830,4603,998,472
413,S12000020,Moray,Local Authorities,LA,13,5246,2907,1980,5638,2496,2148,5011,5326,17834,19831,6383,9381,5885,1292,664
414,S12000021,North Ayrshire,Local Authorities,LA,24,7420,4336,2894,8010,3596,3358,7946,7287,25506,30157,9915,14583,8443,1897,975
415,S12000023,Orkney Islands,Local Authorities,LA,7,1107,606,398,1205,547,449,1133,1048,3870,4851,1606,2438,1302,305,174
416,S12000024,Perth & Kinross,Local Authorities,LA,36,7317,4337,2970,8704,3629,3205,7515,8063,26644,32237,10621,15632,10174,2547,1210
417,S12000026,Scottish Borders,Local Authorities,LA,24,5712,3522,2383,6335,2687,2333,5272,5029,20495,25957,8937,12951,7899,2004,965
418,S12000027,Shetland Islands,Local Authorities,LA,3,1389,802,524,1450,629,516,1295,1253,4606,5063,1557,2143,1178,296,160
419,S12000028,South Ayrshire,Local Authorities,LA,18,5512,3250,2162,6207,2760,2424,6150,5549,19737,25132,8407,13037,8155,2070,998
420,S12000029,South Lanarkshire,Local Authorities,LA,45,17401,10008,6478,17935,7832,7732,17620,18168,63875,70378,19798,29219,17937,3936,1851
421,S12000030,Stirling,Local Authorities,LA,13,4415,2925,1865,5598,2171,3232,7235,4842,16566,18841,5812,8541,5161,1203,628
422,S12000033,Aberdeen City,Local Authorities,LA,39,11512,5633,3539,9401,4369,8273,23207,21216,46610,42498,12454,16242,11680,2792,1317
423,S12000034,Aberdeenshire,Local Authorities,LA,36,15138,8475,5533,15146,6731,5465,13154,13194,52052,56797,17528,22571,13201,3325,1566
424,S12000035,Argyll & Bute,Local Authorities,LA,32,4107,2623,1689,4919,2199,1802,4438,4164,14857,19744,7191,10761,6243,1534,798
425,S12000036,"Edinburgh, City of",Local Authorities,LA,93,26163,12549,7945,21062,9134,14912,47822,45324,105409,88275,25061,34081,24528,6579,3299
426,S12000038,Renfrewshire,Local Authorities,LA,15,9636,5566,3512,9904,4159,4547,11018,10699,34746,38536,11021,16147,9979,2232,1121
427,S12000039,West Dunbartonshire,Local Authorities,LA,11,5236,2871,1789,4978,2258,2430,5834,5743,17598,20269,5672,8062,5123,1123,608
428,S12000040,West Lothian,Local Authorities,LA,20,11565,6538,4184,10848,4623,4138,10391,10772,38489,37007,10358,14373,7379,1479,656
429,S12000041,Angus,Local Authorities,LA,25,5967,3677,2419,6802,2930,2567,5983,6040,21200,25203,8736,12281,7875,1963,942
430,S12000042,Dundee City,Local Authorities,LA,19,7791,4205,2650,7390,3044,6084,15337,11733,26174,28063,8532,12352,9019,2249,977
431,S12000044,North Lanarkshire,Local Authorities,LA,26,20549,11920,7554,20553,8357,8712,21041,21790,71409,70984,20169,28926,16708,3299,1450
432,S12000045,East Dunbartonshire,Local Authorities,LA,17,5152,3442,2238,6388,2801,2678,5950,4332,18215,24579,7329,10977,7200,1579,672
433,S12000046,Glasgow City,Local Authorities,LA,101,32973,16576,10483,29317,12632,20448,56642,55044,129266,113071,28350,42410,29397,7022,3336
8716,S13002476,Dyce / Bucksburn / Danestone,Wards and Electoral Divisions,WED,5,928,414,277,761,416,427,1060,1377,3770,3932,1385,2000,1196,292,167
8717,S13002477,Bridge of Don,Wards and Electoral Divisions,WED,1,848,467,328,908,496,425,1016,1134,3504,4453,1507,1628,852,190,87
8718,S13002478,Kingswells / Sheddocksley,Wards and Electoral Divisions,WED,1,1019,598,358,836,304,324,774,926,3345,3251,837,1111,927,183,76
8719,S13002479,Northfield,Wards and Electoral Divisions,WED,1,1120,644,416,1114,500,505,1099,1149,3442,3586,1071,1237,778,182,63
8720,S13002480,Hilton / Stockethill,Wards and Electoral Divisions,WED,3,901,400,227,541,282,380,1609,1503,3257,2604,843,1268,1040,225,96
8721,S13002481,Tillydrone / Seaton / Old Aberdeen,Wards and Electoral Divisions,WED,0,915,331,179,458,186,2161,3539,2093,3089,2150,711,873,585,121,43
8722,S13002482,Midstocket / Rosemount ,Wards and Electoral Divisions,WED,5,622,266,176,454,198,406,2188,2231,3522,2559,730,891,680,185,87
8723,S13002483,George St / Harbour ,Wards and Electoral Divisions,WED,1,574,208,83,223,155,1719,5073,3170,3636,1841,499,498,412,107,54
8724,S13002484,Lower Deeside ,Wards and Electoral Divisions,WED,5,768,519,336,1104,456,297,675,578,2690,3702,997,1386,897,224,133
8725,S13002485,Hazlehead / Ashley / Queens Cross ,Wards and Electoral Divisions,WED,4,858,487,322,831,383,321,1295,1628,4051,3895,1091,1542,1304,320,168
8726,S13002486,Airyhall / Broomhill / Garthdee ,Wards and Electoral Divisions,WED,6,865,396,234,595,310,374,1352,1323,3383,3090,907,1368,1230,371,158
8727,S13002487,Torry / Ferryhill ,Wards and Electoral Divisions,WED,4,1179,465,293,759,323,555,2583,3021,5532,3769,915,1152,853,224,132
8728,S13002488,Kincorth / Loirston ,Wards and Electoral Divisions,WED,3,915,438,310,817,360,379,944,1083,3389,3666,961,1288,926,168,53
8729,S13002489,Banff and District ,Wards and Electoral Divisions,WED,5,639,332,237,657,296,247,582,535,2016,2422,951,1343,806,198,122
8730,S13002490,Troup ,Wards and Electoral Divisions,WED,2,551,309,202,564,275,246,573,527,1924,2245,750,1103,560,129,61
8731,S13002491,Fraserburgh and District ,Wards and Electoral Divisions,WED,4,931,479,336,909,418,389,1012,1020,3232,3087,1040,1423,880,209,125
8732,S13002492,Central Buchan ,Wards and Electoral Divisions,WED,0,714,421,315,782,355,290,676,665,2642,3054,991,1357,707,200,57
8733,S13002493,Peterhead North and Rattray ,Wards and Electoral Divisions,WED,0,941,487,323,816,402,381,1166,1020,3051,3278,1000,1391,899,181,86
8734,S13002494,Peterhead South and Cruden ,Wards and Electoral Divisions,WED,1,627,321,225,654,286,283,696,677,2415,2519,888,1130,632,145,67
8735,S13002495,Turriff and District ,Wards and Electoral Divisions,WED,1,675,372,250,721,324,247,602,604,2454,2701,785,1186,711,232,75
8736,S13002496,Mid Formartine ,Wards and Electoral Divisions,WED,1,1120,596,372,982,424,325,682,816,3684,3679,1008,1090,567,119,58
8737,S13002497,Ellon and District ,Wards and Electoral Divisions,WED,4,879,453,307,826,388,365,736,736,3016,3496,1041,1220,700,179,88
8738,S13002498,West Garioch ,Wards and Electoral Divisions,WED,7,676,410,256,725,331,235,531,527,2395,2699,846,961,498,133,83
8739,S13002499,Inverurie and District ,Wards and Electoral Divisions,WED,1,822,409,236,673,302,292,782,869,2881,2750,829,1149,842,197,76
8740,S13002500,East Garioch ,Wards and Electoral Divisions,WED,1,1215,599,335,826,273,212,558,826,3599,2475,758,829,406,90,36
8741,S13002501,Westhill and District ,Wards and Electoral Divisions,WED,0,883,511,346,1006,412,316,723,741,3166,3549,943,1020,561,130,43
8742,S13002502,"Huntly, Strathbogie and Howe of Alford ",Wards and Electoral Divisions,WED,1,777,472,367,916,391,310,687,587,2693,3615,1180,1463,1006,274,121
8743,S13002503,"Aboyne, Upper Deeside and Donside ",Wards and Electoral Divisions,WED,2,595,357,210,659,303,185,482,442,1974,2457,861,1210,830,221,128
8744,S13002504,Banchory and Mid Deeside ,Wards and Electoral Divisions,WED,1,636,364,254,752,324,228,474,449,1987,2572,782,1060,688,192,89
8745,S13002505,North Kincardine ,Wards and Electoral Divisions,WED,0,786,508,325,854,434,335,803,760,2981,3436,839,1064,502,73,42
8746,S13002506,Stonehaven and Lower Deeside ,Wards and Electoral Divisions,WED,3,845,542,345,980,447,315,785,722,3061,3648,1088,1381,761,222,112
8747,S13002507,Mearns ,Wards and Electoral Divisions,WED,2,826,533,292,844,346,264,604,671,2881,3115,948,1191,645,201,97
8748,S13002508,Kirriemuir and Dean ,Wards and Electoral Divisions,WED,1,516,284,222,678,279,219,514,519,1821,2529,803,1219,726,180,94
8749,S13002509,Brechin and Edzell ,Wards and Electoral Divisions,WED,3,560,340,221,705,310,272,621,598,2102,2598,788,1249,832,223,94
8750,S13002510,Forfar and District ,Wards and Electoral Divisions,WED,5,862,505,315,822,399,353,816,925,2911,3352,1172,1670,1195,318,141
8751,S13002512,Carnoustie and District ,Wards and Electoral Divisions,WED,3,729,452,296,793,327,264,642,645,2376,2964,1123,1431,817,188,109
8752,S13002513,Arbroath West and Letham ,Wards and Electoral Divisions,WED,5,761,450,343,883,391,369,826,856,2862,3326,1199,1737,1070,234,105
8753,S13002514,Arbroath East and Lunan ,Wards and Electoral Divisions,WED,3,932,547,341,969,431,428,1019,1073,3034,3284,1140,1572,967,246,100
8754,S13002515,Montrose and District ,Wards and Electoral Divisions,WED,0,851,514,331,871,383,346,878,897,3163,3318,1145,1582,1018,293,154
8755,S13002516,South Kintyre ,Wards and Electoral Divisions,WED,4,356,199,120,429,187,141,358,306,1189,1550,589,997,633,146,75
8756,S13002517,Kintyre and the Islands ,Wards and Electoral Divisions,WED,3,220,175,105,298,139,94,252,261,980,1354,551,782,423,112,48
8757,S13002518,Mid Argyll ,Wards and Electoral Divisions,WED,0,329,259,146,456,211,124,312,338,1392,1812,607,965,499,107,57
8758,S13002519,Oban South and the Isles ,Wards and Electoral Divisions,WED,4,598,330,198,602,277,209,543,573,1918,2304,745,1017,582,141,81
8759,S13002520,Oban North and Lorn ,Wards and Electoral Divisions,WED,4,440,234,211,565,233,170,430,446,1689,2298,818,1199,664,162,71
8760,S13002521,Cowal ,Wards and Electoral Divisions,WED,4,229,171,111,369,154,93,247,241,958,1651,770,1211,694,168,89
8761,S13002522,Dunoon ,Wards and Electoral Divisions,WED,1,421,228,145,445,186,179,391,354,1297,1649,601,953,588,129,81
8762,S13002523,Isle of Bute ,Wards and Electoral Divisions,WED,1,268,183,106,306,162,150,291,267,894,1453,604,934,593,148,70
8763,S13002524,Lomond North ,Wards and Electoral Divisions,WED,1,349,267,153,440,198,250,749,562,1445,1994,624,908,478,108,52
8764,S13002525,Helensburgh Central ,Wards and Electoral Divisions,WED,9,412,282,207,525,241,220,471,433,1628,2031,814,1144,738,236,137
8765,S13002526,Helensburgh and Lomond South ,Wards and Electoral Divisions,WED,1,485,295,187,484,211,172,394,383,1467,1648,468,651,351,77,37
8766,S13002527,Clackmannanshire West ,Wards and Electoral Divisions,WED,2,861,466,277,711,302,288,731,840,2979,2661,736,987,452,119,50
8767,S13002528,Clackmannanshire North ,Wards and Electoral Divisions,WED,0,501,299,224,574,279,282,631,517,2075,2512,905,1203,605,127,43
8768,S13002529,Clackmannanshire Central ,Wards and Electoral Divisions,WED,1,466,248,156,505,206,191,472,502,1697,1878,611,816,441,82,41
8769,S13002530,Clackmannanshire South ,Wards and Electoral Divisions,WED,1,792,379,275,757,332,298,748,814,2735,2521,743,1039,590,149,71
8770,S13002531,Clackmannanshire East ,Wards and Electoral Divisions,WED,0,307,216,168,513,235,183,274,259,1226,1658,576,829,437,89,42
8771,S13002532,Stranraer and North Rhins ,Wards and Electoral Divisions,WED,0,611,294,188,558,230,199,526,564,1624,2022,689,1183,657,155,67
8772,S13002533,Wigtown West ,Wards and Electoral Divisions,WED,1,399,268,169,485,237,170,395,365,1476,2072,820,1181,693,156,53
8773,S13002534,Mid Galloway ,Wards and Electoral Divisions,WED,0,466,265,184,492,220,177,492,459,1482,2108,829,1324,759,169,87
8774,S13002535,Dee ,Wards and Electoral Divisions,WED,4,397,264,161,469,218,188,399,368,1442,2117,875,1294,852,188,117
8775,S13002536,Castle Douglas and Glenkens ,Wards and Electoral Divisions,WED,3,469,289,208,574,255,164,444,431,1615,2395,876,1340,871,192,78
8776,S13002537,Abbey ,Wards and Electoral Divisions,WED,6,517,331,205,602,272,200,510,548,1830,2662,960,1448,1014,275,132
8777,S13002538,North West Dumfries ,Wards and Electoral Divisions,WED,2,986,556,288,824,405,363,986,895,2720,2844,833,1267,934,201,105
8778,S13002539,Mid and Upper Nithsdale ,Wards and Electoral Divisions,WED,0,553,370,237,714,381,247,555,469,1962,2866,976,1476,903,217,87
8779,S13002540,Lochar ,Wards and Electoral Divisions,WED,1,607,362,238,692,318,236,581,615,2263,2683,758,1365,853,156,71
8780,S13002541,Nith ,Wards and Electoral Divisions,WED,5,597,348,217,641,323,280,871,788,2347,3007,935,1244,777,206,92
8781,S13002542,Annandale South ,Wards and Electoral Divisions,WED,0,809,457,281,827,331,290,783,713,2546,3344,1020,1640,992,232,89
8782,S13002543,Annandale North ,Wards and Electoral Divisions,WED,3,705,420,238,779,364,271,643,665,2301,3104,1171,1730,1074,250,142
8783,S13002544,Annandale East and Eskdale ,Wards and Electoral Divisions,WED,0,544,344,196,613,310,242,507,495,1910,2738,930,1505,878,185,94
8784,S13002545,Strathmartine ,Wards and Electoral Divisions,WED,1,1219,723,449,1287,520,508,1131,1128,3731,4161,1205,1767,979,204,95
8785,S13002546,Lochee ,Wards and Electoral Divisions,WED,1,1176,643,392,1005,405,475,1341,1470,3318,4015,1137,1693,1458,321,118
8786,S13002547,West End ,Wards and Electoral Divisions,WED,5,676,327,216,599,293,2152,5020,2204,3061,2796,736,1092,878,296,129
8787,S13002548,Coldside ,Wards and Electoral Divisions,WED,3,822,431,260,620,347,923,2261,1937,3447,3635,1198,1917,1495,340,151
8788,S13002549,Maryfield ,Wards and Electoral Divisions,WED,1,674,292,212,586,257,703,2768,2066,3079,2843,760,1047,750,156,70
8789,S13002551,East End ,Wards and Electoral Divisions,WED,5,1125,610,358,988,360,519,1071,1110,2866,3258,1101,1411,1095,308,144
8790,S13002552,The Ferry ,Wards and Electoral Divisions,WED,2,890,563,360,1069,428,371,808,827,3404,4196,1445,2301,1854,510,236
8791,S13002553,Annick ,Wards and Electoral Divisions,WED,1,705,430,259,735,297,276,709,615,2498,2753,934,1223,655,127,71
8792,S13002554,Kilmarnock North ,Wards and Electoral Divisions,WED,3,967,577,350,807,350,362,767,786,3033,2672,716,749,423,124,70
8793,S13002555,Kilmarnock West and Crosshouse ,Wards and Electoral Divisions,WED,2,746,414,254,728,333,327,1051,1017,3127,3434,1008,1540,1074,313,149
8794,S13002556,Kilmarnock East and Hurlford ,Wards and Electoral Divisions,WED,1,774,443,345,866,394,409,936,871,2987,3047,1050,1711,867,167,87
8795,S13002557,Kilmarnock South ,Wards and Electoral Divisions,WED,0,716,414,221,643,272,281,714,726,2072,2353,661,925,814,141,65
8796,S13002558,Irvine Valley ,Wards and Electoral Divisions,WED,0,711,428,266,866,383,375,866,808,2894,3453,1098,1545,806,169,103
8797,S13002559,Ballochmyle ,Wards and Electoral Divisions,WED,1,802,446,247,798,412,394,930,787,2743,3280,1076,1555,928,155,92
8798,S13002560,Cumnock and New Cumnock ,Wards and Electoral Divisions,WED,0,731,395,299,791,386,355,872,791,2688,3217,1021,1498,906,184,77
8799,S13002561,Doon Valley ,Wards and Electoral Divisions,WED,3,610,366,240,692,295,299,669,585,2170,2392,784,1169,631,139,55
8800,S13002562,Milngavie ,Wards and Electoral Divisions,WED,2,658,446,270,814,375,306,624,430,2226,3114,929,1401,1081,269,117
8801,S13002563,Bearsden North ,Wards and Electoral Divisions,WED,2,674,492,354,943,389,326,652,430,2406,3191,1006,1506,962,257,109
8802,S13002564,Bearsden South ,Wards and Electoral Divisions,WED,4,589,458,276,792,307,310,660,460,2161,3161,1023,1557,1039,231,114
8803,S13002565,Campsie and Kirkintilloch North ,Wards and Electoral Divisions,WED,3,633,331,233,678,291,301,728,661,2258,2784,837,1161,698,182,95
8804,S13002566,Bishopbriggs North and Torrance ,Wards and Electoral Divisions,WED,1,635,420,306,879,411,375,846,491,2232,3533,954,1637,1215,202,59
8805,S13002568,Lenzie and Kirkintilloch South ,Wards and Electoral Divisions,WED,2,651,462,272,791,372,358,771,591,2380,3193,1047,1459,855,187,67
8806,S13002569,Kirkintilloch East and Twechar ,Wards and Electoral Divisions,WED,2,749,464,272,771,358,373,885,692,2384,2841,805,1127,671,136,48
8807,S13002570,Musselburgh West ,Wards and Electoral Divisions,WED,2,520,289,184,538,240,230,661,570,2143,2437,709,928,657,152,72
8808,S13002571,Musselburgh East and Carberry ,Wards and Electoral Divisions,WED,1,892,450,247,841,454,809,1178,903,2778,2839,784,1058,778,222,98
